resource_id,skill_id,resource_type,resource_title,description,difficulty,estimated_time,url,rating,popularity
181,75,book,Eloquent JavaScript by Marijn Haverbeke,A resource covering eloquent javascript by marijn haverbeke,Intermediate,26,https://eloquentjavascript.net/,4.6,4893
182,75,course,freeCodeCamp Responsive Web Design Certification,A resource covering freecodecamp responsive web design certification,Intermediate,23,https://www.freecodecamp.org/learn/responsive-web-design/,4.5,2273
183,76,course,Frontend Masters Advanced JavaScript Courses,A resource covering frontend masters advanced javascript courses,Intermediate,19,https://frontendmasters.com/,5.0,4563
184,76,article,MDN Web Docs JavaScript Reference,A resource covering mdn web docs javascript reference,Intermediate,6,https://developer.mozilla.org/,3.6,93
185,77,book,Eloquent JavaScript by Marijn Haverbeke,A resource covering eloquent javascript by marijn haverbeke,Advanced,25,https://eloquentjavascript.net/,4.1,4242
186,77,course,freeCodeCamp Responsive Web Design Certification,A resource covering freecodecamp responsive web design certification,Advanced,36,https://www.freecodecamp.org/learn/responsive-web-design/,4.0,1575
187,78,article,MDN Web Docs JavaScript Reference,A resource covering mdn web docs javascript reference,Advanced,5,https://developer.mozilla.org/,4.8,711
188,78,book,Eloquent JavaScript by Marijn Haverbeke,A resource covering eloquent javascript by marijn haverbeke,Advanced,23,https://eloquentjavascript.net/,3.9,1987
189,78,course,Frontend Masters Advanced JavaScript Courses,A resource covering frontend masters advanced javascript courses,Advanced,15,https://frontendmasters.com/,3.8,3339
190,79,video,Traversy Media Web Development Tutorials,A resource covering traversy media web development tutorials,Advanced,9,https://www.youtube.com/@TraversyMedia,4.2,4012
191,79,course,freeCodeCamp Responsive Web Design Certification,A resource covering freecodecamp responsive web design certification,Advanced,31,https://www.freecodecamp.org/learn/responsive-web-design/,4.1,4558
192,79,book,You Don't Know JS Series by Kyle Simpson,A resource covering you don't know js series by kyle simpson,Advanced,26,https://github.com/getify/You-Dont-Know-JS,3.9,1978
193,80,book,You Don't Know JS Series by Kyle Simpson,A resource covering you don't know js series by kyle simpson,Advanced,33,https://github.com/getify/You-Dont-Know-JS,3.9,3910
194,80,course,Frontend Masters Advanced JavaScript Courses,A resource covering frontend masters advanced javascript courses,Advanced,21,https://frontendmasters.com/,4.9,4030
195,81,video,Fireship.io 100 Second Video Series,A resource covering fireship.io 100 second video series,Beginner,4,https://www.youtube.com/@Fireship,4.2,3681
196,81,book,Eloquent JavaScript by Marijn Haverbeke,A resource covering eloquent javascript by marijn haverbeke,Beginner,29,https://eloquentjavascript.net/,4.8,151
197,82,course,Frontend Masters Advanced JavaScript Courses,A resource covering frontend masters advanced javascript courses,Intermediate,17,https://frontendmasters.com/,4.3,772
198,82,video,Fireship.io 100 Second Video Series,A resource covering fireship.io 100 second video series,Intermediate,4,https://www.youtube.com/@Fireship,3.6,2420
199,83,course,Frontend Masters Advanced JavaScript Courses,A resource covering frontend masters advanced javascript courses,Beginner,21,https://frontendmasters.com/,5.0,1825
200,83,book,You Don't Know JS Series by Kyle Simpson,A resource covering you don't know js series by kyle simpson,Beginner,22,https://github.com/getify/You-Dont-Know-JS,4.8,3322
201,83,video,Fireship.io 100 Second Video Series,A resource covering fireship.io 100 second video series,Beginner,4,https://www.youtube.com/@Fireship,5.0,2003
202,84,video,Fireship.io 100 Second Video Series,A resource covering fireship.io 100 second video series,Intermediate,5,https://www.youtube.com/@Fireship,4.9,2518
203,84,article,MDN Web Docs JavaScript Reference,A resource covering mdn web docs javascript reference,Intermediate,6,https://developer.mozilla.org/,4.8,4774
204,84,book,You Don't Know JS Series by Kyle Simpson,A resource covering you don't know js series by kyle simpson,Intermediate,34,https://github.com/getify/You-Dont-Know-JS,3.7,3033
205,85,course,Frontend Masters Advanced JavaScript Courses,A resource covering frontend masters advanced javascript courses,Intermediate,24,https://frontendmasters.com/,4.2,3886
206,85,video,Traversy Media Web Development Tutorials,A resource covering traversy media web development tutorials,Intermediate,8,https://www.youtube.com/@TraversyMedia,3.8,4544
207,85,article,MDN Web Docs JavaScript Reference,A resource covering mdn web docs javascript reference,Intermediate,6,https://developer.mozilla.org/,4.1,4359
208,86,book,Cloud Native Patterns by Cornelia Davis,A resource covering cloud native patterns by cornelia davis,Beginner,19,https://www.manning.com/books/cloud-native-patterns,3.6,2826
209,86,course,Linux Foundation Kubernetes Fundamentals (LFS258),A resource covering linux foundation kubernetes fundamentals (lfs258),Beginner,43,https://training.linuxfoundation.org/training/kubernetes-fundamentals/,4.1,3495
210,87,course,Google Cloud Professional Architect Prep Course,A resource covering google cloud professional architect prep course,Intermediate,29,https://cloud.google.com/certification/cloud-architect,5.0,4518
211,87,video,freeCodeCamp AWS Certified Cloud Practitioner,A resource covering freecodecamp aws certified cloud practitioner,Intermediate,12,https://www.youtube.com/watch?v=3hLmDS179YE,3.9,2719
212,88,video,freeCodeCamp AWS Certified Cloud Practitioner,A resource covering freecodecamp aws certified cloud practitioner,Intermediate,16,https://www.youtube.com/watch?v=3hLmDS179YE,4.7,2892
213,88,video,TechWorld with Nana Docker & Kubernetes Tutorials,A resource covering techworld with nana docker & kubernetes tutorials,Intermediate,6,https://www.youtube.com/@TechWorldwithNana,4.2,3727
214,88,course,Google Cloud Professional Architect Prep Course,A resource covering google cloud professional architect prep course,Intermediate,20,https://cloud.google.com/certification/cloud-architect,4.1,2229
215,89,book,Terraform: Up and Running by Yevgeniy Brikman,A resource covering terraform: up and running by yevgeniy brikman,Intermediate,20,https://www.oreilly.com/library/view/terraform-up/9781492046899/,4.9,2521
216,89,course,Google Cloud Professional Architect Prep Course,A resource covering google cloud professional architect prep course,Intermediate,32,https://cloud.google.com/certification/cloud-architect,5.0,2069
217,89,course,Linux Foundation Kubernetes Fundamentals (LFS258),A resource covering linux foundation kubernetes fundamentals (lfs258),Intermediate,27,https://training.linuxfoundation.org/training/kubernetes-fundamentals/,4.3,1898
218,90,article,AWS Well-Architected Framework Whitepapers,A resource covering aws well-architected framework whitepapers,Intermediate,9,https://aws.amazon.com/architecture/well-architected/,4.6,998
219,90,book,Terraform: Up and Running by Yevgeniy Brikman,A resource covering terraform: up and running by yevgeniy brikman,Intermediate,19,https://www.oreilly.com/library/view/terraform-up/9781492046899/,3.7,1587
220,91,book,Terraform: Up and Running by Yevgeniy Brikman,A resource covering terraform: up and running by yevgeniy brikman,Advanced,17,https://www.oreilly.com/library/view/terraform-up/9781492046899/,3.9,2594
221,91,course,Linux Foundation Kubernetes Fundamentals (LFS258),A resource covering linux foundation kubernetes fundamentals (lfs258),Advanced,31,https://training.linuxfoundation.org/training/kubernetes-fundamentals/,5.0,989
222,91,video,freeCodeCamp AWS Certified Cloud Practitioner,A resource covering freecodecamp aws certified cloud practitioner,Advanced,11,https://www.youtube.com/watch?v=3hLmDS179YE,4.4,4399
223,92,book,Terraform: Up and Running by Yevgeniy Brikman,A resource covering terraform: up and running by yevgeniy brikman,Advanced,20,https://www.oreilly.com/library/view/terraform-up/9781492046899/,4.3,1526
224,92,book,Cloud Native Patterns by Cornelia Davis,A resource covering cloud native patterns by cornelia davis,Advanced,31,https://www.manning.com/books/cloud-native-patterns,4.6,1579
225,93,video,freeCodeCamp AWS Certified Cloud Practitioner,A resource covering freecodecamp aws certified cloud practitioner,Intermediate,17,https://www.youtube.com/watch?v=3hLmDS179YE,3.6,1782
226,93,course,AWS Certified Solutions Architect Exam Prep,A resource covering aws certified solutions architect exam prep,Intermediate,35,https://aws.amazon.com/certification/certified-solutions-architect-associate/,4.4,3976
227,93,course,Linux Foundation Kubernetes Fundamentals (LFS258),A resource covering linux foundation kubernetes fundamentals (lfs258),Intermediate,28,https://training.linuxfoundation.org/training/kubernetes-fundamentals/,4.3,2275
228,94,course,Google Cloud Professional Architect Prep Course,A resource covering google cloud professional architect prep course,Intermediate,28,https://cloud.google.com/certification/cloud-architect,4.8,4839
229,94,video,TechWorld with Nana Docker & Kubernetes Tutorials,A resource covering techworld with nana docker & kubernetes tutorials,Intermediate,10,https://www.youtube.com/@TechWorldwithNana,3.7,4307
230,94,article,AWS Well-Architected Framework Whitepapers,A resource covering aws well-architected framework whitepapers,Intermediate,6,https://aws.amazon.com/architecture/well-architected/,4.9,4898
231,95,video,freeCodeCamp AWS Certified Cloud Practitioner,A resource covering freecodecamp aws certified cloud practitioner,Advanced,14,https://www.youtube.com/watch?v=3hLmDS179YE,3.6,2328
232,95,book,Terraform: Up and Running by Yevgeniy Brikman,A resource covering terraform: up and running by yevgeniy brikman,Advanced,16,https://www.oreilly.com/library/view/terraform-up/9781492046899/,3.8,833
233,95,course,Google Cloud Professional Architect Prep Course,A resource covering google cloud professional architect prep course,Advanced,20,https://cloud.google.com/certification/cloud-architect,4.4,1600
234,96,article,AWS Well-Architected Framework Whitepapers,A resource covering aws well-architected framework whitepapers,Advanced,9,https://aws.amazon.com/architecture/well-architected/,4.5,2436
235,96,book,Cloud Native Patterns by Cornelia Davis,A resource covering cloud native patterns by cornelia davis,Advanced,18,https://www.manning.com/books/cloud-native-patterns,3.9,1873
236,96,book,Terraform: Up and Running by Yevgeniy Brikman,A resource covering terraform: up and running by yevgeniy brikman,Advanced,20,https://www.oreilly.com/library/view/terraform-up/9781492046899/,3.7,2966
237,97,video,freeCodeCamp AWS Certified Cloud Practitioner,A resource covering freecodecamp aws certified cloud practitioner,Intermediate,11,https://www.youtube.com/watch?v=3hLmDS179YE,4.8,1479
238,97,book,Cloud Native Patterns by Cornelia Davis,A resource covering cloud native patterns by cornelia davis,Intermediate,18,https://www.manning.com/books/cloud-native-patterns,3.9,2486
239,98,article,AWS Well-Architected Framework Whitepapers,A resource covering aws well-architected framework whitepapers,Intermediate,7,https://aws.amazon.com/architecture/well-architected/,4.4,125
240,98,video,TechWorld with Nana Docker & Kubernetes Tutorials,A resource covering techworld with nana docker & kubernetes tutorials,Intermediate,9,https://www.youtube.com/@TechWorldwithNana,4.4,4385
241,99,course,AWS Certified Solutions Architect Exam Prep,A resource covering aws certified solutions architect exam prep,Advanced,36,https://aws.amazon.com/certification/certified-solutions-architect-associate/,4.1,1046
242,99,book,Cloud Native Patterns by Cornelia Davis,A resource covering cloud native patterns by cornelia davis,Advanced,18,https://www.manning.com/books/cloud-native-patterns,4.4,2257
243,99,article,AWS Well-Architected Framework Whitepapers,A resource covering aws well-architected framework whitepapers,Advanced,6,https://aws.amazon.com/architecture/well-architected/,4.3,382
244,100,video,freeCodeCamp AWS Certified Cloud Practitioner,A resource covering freecodecamp aws certified cloud practitioner,Intermediate,13,https://www.youtube.com/watch?v=3hLmDS179YE,4.9,456
245,100,course,Google Cloud Professional Architect Prep Course,A resource covering google cloud professional architect prep course,Intermediate,32,https://cloud.google.com/certification/cloud-architect,3.8,4543
246,101,article,AWS Well-Architected Framework Whitepapers,A resource covering aws well-architected framework whitepapers,Advanced,10,https://aws.amazon.com/architecture/well-architected/,4.6,2403
247,101,video,TechWorld with Nana Docker & Kubernetes Tutorials,A resource covering techworld with nana docker & kubernetes tutorials,Advanced,9,https://www.youtube.com/@TechWorldwithNana,3.9,1044
248,101,book,Terraform: Up and Running by Yevgeniy Brikman,A resource covering terraform: up and running by yevgeniy brikman,Advanced,22,https://www.oreilly.com/library/view/terraform-up/9781492046899/,4.1,4031
249,102,video,freeCodeCamp AWS Certified Cloud Practitioner,A resource covering freecodecamp aws certified cloud practitioner,Advanced,15,https://www.youtube.com/watch?v=3hLmDS179YE,4.5,850
250,102,book,Cloud Native Patterns by Cornelia Davis,A resource covering cloud native patterns by cornelia davis,Advanced,32,https://www.manning.com/books/cloud-native-patterns,3.9,110
251,102,video,TechWorld with Nana Docker & Kubernetes Tutorials,A resource covering techworld with nana docker & kubernetes tutorials,Advanced,7,https://www.youtube.com/@TechWorldwithNana,4.0,4712
252,103,book,Terraform: Up and Running by Yevgeniy Brikman,A resource covering terraform: up and running by yevgeniy brikman,Intermediate,24,https://www.oreilly.com/library/view/terraform-up/9781492046899/,4.6,2339
253,103,course,AWS Certified Solutions Architect Exam Prep,A resource covering aws certified solutions architect exam prep,Intermediate,23,https://aws.amazon.com/certification/certified-solutions-architect-associate/,3.6,3855
254,104,course,AWS Certified Solutions Architect Exam Prep,A resource covering aws certified solutions architect exam prep,Beginner,32,https://aws.amazon.com/certification/certified-solutions-architect-associate/,4.2,3931
255,104,video,TechWorld with Nana Docker & Kubernetes Tutorials,A resource covering techworld with nana docker & kubernetes tutorials,Beginner,7,https://www.youtube.com/@TechWorldwithNana,5.0,3618
256,104,book,Cloud Native Patterns by Cornelia Davis,A resource covering cloud native patterns by cornelia davis,Beginner,26,https://www.manning.com/books/cloud-native-patterns,5.0,2801
257,105,book,Terraform: Up and Running by Yevgeniy Brikman,A resource covering terraform: up and running by yevgeniy brikman,Advanced,15,https://www.oreilly.com/library/view/terraform-up/9781492046899/,3.6,1520
258,105,course,Google Cloud Professional Architect Prep Course,A resource covering google cloud professional architect prep course,Advanced,19,https://cloud.google.com/certification/cloud-architect,3.8,430
259,106,book,The Web Application Hacker's Handbook,A resource covering the web application hacker's handbook,Beginner,33,https://www.amazon.com/Web-Application-Hackers-Handbook/dp/1118026470,3.9,2078
260,106,video,IppSec HackTheBox Walkthrough Videos,A resource covering ippsec hackthebox walkthrough videos,Beginner,9,https://www.youtube.com/@ippsec,4.9,3923
261,107,video,NetworkChuck Cybersecurity YouTube Channel,A resource covering networkchuck cybersecurity youtube channel,Intermediate,7,https://www.youtube.com/@NetworkChuck,4.8,944
262,107,book,Penetration Testing by Georgia Weidman,A resource covering penetration testing by georgia weidman,Intermediate,41,https://www.amazon.com/Penetration-Testing-Hands-Introduction-Hacking/dp/1593275641,4.8,545
263,108,book,The Web Application Hacker's Handbook,A resource covering the web application hacker's handbook,Advanced,28,https://www.amazon.com/Web-Application-Hackers-Handbook/dp/1118026470,4.1,3292
264,108,video,NetworkChuck Cybersecurity YouTube Channel,A resource covering networkchuck cybersecurity youtube channel,Advanced,5,https://www.youtube.com/@NetworkChuck,3.7,4038
265,109,book,Penetration Testing by Georgia Weidman,A resource covering penetration testing by georgia weidman,Advanced,35,https://www.amazon.com/Penetration-Testing-Hands-Introduction-Hacking/dp/1593275641,4.8,616
266,109,article,OWASP Security Knowledge Base,A resource covering owasp security knowledge base,Advanced,5,https://owasp.org/,4.6,4736
267,109,video,NetworkChuck Cybersecurity YouTube Channel,A resource covering networkchuck cybersecurity youtube channel,Advanced,6,https://www.youtube.com/@NetworkChuck,4.4,449
268,110,course,TryHackMe Learning Paths (Practical Labs),A resource covering tryhackme learning paths (practical labs),Advanced,32,https://tryhackme.com/,5.0,1252
269,110,book,Penetration Testing by Georgia Weidman,A resource covering penetration testing by georgia weidman,Advanced,30,https://www.amazon.com/Penetration-Testing-Hands-Introduction-Hacking/dp/1593275641,4.5,1232
270,111,course,SANS Institute Security Courses,A resource covering sans institute security courses,Intermediate,32,https://www.sans.org/,3.5,4620
271,111,video,NetworkChuck Cybersecurity YouTube Channel,A resource covering networkchuck cybersecurity youtube channel,Intermediate,7,https://www.youtube.com/@NetworkChuck,4.7,2499
272,112,video,NetworkChuck Cybersecurity YouTube Channel,A resource covering networkchuck cybersecurity youtube channel,Advanced,4,https://www.youtube.com/@NetworkChuck,3.9,707
273,112,article,OWASP Security Knowledge Base,A resource covering owasp security knowledge base,Advanced,6,https://owasp.org/,4.5,2043
274,113,video,IppSec HackTheBox Walkthrough Videos,A resource covering ippsec hackthebox walkthrough videos,Advanced,7,https://www.youtube.com/@ippsec,4.9,980
275,113,book,Penetration Testing by Georgia Weidman,A resource covering penetration testing by georgia weidman,Advanced,27,https://www.amazon.com/Penetration-Testing-Hands-Introduction-Hacking/dp/1593275641,3.7,4581
276,113,article,OWASP Security Knowledge Base,A resource covering owasp security knowledge base,Advanced,4,https://owasp.org/,3.7,3419
277,114,video,IppSec HackTheBox Walkthrough Videos,A resource covering ippsec hackthebox walkthrough videos,Advanced,6,https://www.youtube.com/@ippsec,3.7,4976
278,114,course,SANS Institute Security Courses,A resource covering sans institute security courses,Advanced,33,https://www.sans.org/,4.3,4893
279,115,article,OWASP Security Knowledge Base,A resource covering owasp security knowledge base,Intermediate,6,https://owasp.org/,3.9,1858
280,115,book,Penetration Testing by Georgia Weidman,A resource covering penetration testing by georgia weidman,Intermediate,32,https://www.amazon.com/Penetration-Testing-Hands-Introduction-Hacking/dp/1593275641,4.4,4290
281,115,course,SANS Institute Security Courses,A resource covering sans institute security courses,Intermediate,30,https://www.sans.org/,4.6,3126
282,116,article,OWASP Security Knowledge Base,A resource covering owasp security knowledge base,Intermediate,4,https://owasp.org/,3.8,3700
283,116,course,SANS Institute Security Courses,A resource covering sans institute security courses,Intermediate,29,https://www.sans.org/,4.5,3636
284,117,video,NetworkChuck Cybersecurity YouTube Channel,A resource covering networkchuck cybersecurity youtube channel,Advanced,4,https://www.youtube.com/@NetworkChuck,3.9,2445
285,117,course,SANS Institute Security Courses,A resource covering sans institute security courses,Advanced,41,https://www.sans.org/,4.2,4831
286,117,article,OWASP Security Knowledge Base,A resource covering owasp security knowledge base,Advanced,6,https://owasp.org/,4.9,3522
287,118,course,TryHackMe Learning Paths (Practical Labs),A resource covering tryhackme learning paths (practical labs),Intermediate,45,https://tryhackme.com/,4.8,2511
288,118,book,The Web Application Hacker's Handbook,A resource covering the web application hacker's handbook,Intermediate,24,https://www.amazon.com/Web-Application-Hackers-Handbook/dp/1118026470,3.6,4668
289,119,video,IppSec HackTheBox Walkthrough Videos,A resource covering ippsec hackthebox walkthrough videos,Intermediate,9,https://www.youtube.com/@ippsec,4.1,503
290,119,book,Penetration Testing by Georgia Weidman,A resource covering penetration testing by georgia weidman,Intermediate,27,https://www.amazon.com/Penetration-Testing-Hands-Introduction-Hacking/dp/1593275641,3.9,822
291,120,article,OWASP Security Knowledge Base,A resource covering owasp security knowledge base,Intermediate,5,https://owasp.org/,3.5,1712
292,120,video,NetworkChuck Cybersecurity YouTube Channel,A resource covering networkchuck cybersecurity youtube channel,Intermediate,7,https://www.youtube.com/@NetworkChuck,4.7,1738
293,120,course,SANS Institute Security Courses,A resource covering sans institute security courses,Intermediate,40,https://www.sans.org/,4.5,2177
294,121,video,NetworkChuck Cybersecurity YouTube Channel,A resource covering networkchuck cybersecurity youtube channel,Intermediate,8,https://www.youtube.com/@NetworkChuck,3.9,675
295,121,video,IppSec HackTheBox Walkthrough Videos,A resource covering ippsec hackthebox walkthrough videos,Intermediate,7,https://www.youtube.com/@ippsec,4.6,1296
296,121,book,Penetration Testing by Georgia Weidman,A resource covering penetration testing by georgia weidman,Intermediate,34,https://www.amazon.com/Penetration-Testing-Hands-Introduction-Hacking/dp/1593275641,4.3,1974
297,122,course,Cybrary CISSP Certification Prep,A resource covering cybrary cissp certification prep,Advanced,35,https://www.cybrary.it/,4.1,1433
298,122,article,OWASP Security Knowledge Base,A resource covering owasp security knowledge base,Advanced,4,https://owasp.org/,3.5,4531
299,123,course,SANS Institute Security Courses,A resource covering sans institute security courses,Advanced,29,https://www.sans.org/,3.6,624
300,123,book,The Web Application Hacker's Handbook,A resource covering the web application hacker's handbook,Advanced,21,https://www.amazon.com/Web-Application-Hackers-Handbook/dp/1118026470,4.8,1292
301,123,video,NetworkChuck Cybersecurity YouTube Channel,A resource covering networkchuck cybersecurity youtube channel,Advanced,7,https://www.youtube.com/@NetworkChuck,4.9,31
302,124,course,Cybrary CISSP Certification Prep,A resource covering cybrary cissp certification prep,Advanced,27,https://www.cybrary.it/,4.3,3356
303,124,course,SANS Institute Security Courses,A resource covering sans institute security courses,Advanced,51,https://www.sans.org/,4.8,3700
304,125,course,TryHackMe Learning Paths (Practical Labs),A resource covering tryhackme learning paths (practical labs),Intermediate,39,https://tryhackme.com/,4.4,4874
305,125,book,The Web Application Hacker's Handbook,A resource covering the web application hacker's handbook,Intermediate,26,https://www.amazon.com/Web-Application-Hackers-Handbook/dp/1118026470,3.7,3859
306,126,book,Calculus by James Stewart,A resource covering calculus by james stewart,Intermediate,53,https://www.cengage.com/c/calculus-8e-stewart/,3.7,2395
307,126,course,MIT OpenCourseWare 18.06 Linear Algebra (Gilbert Strang),A resource covering mit opencourseware 18.06 linear algebra (gilbert strang),Intermediate,33,https://ocw.mit.edu/courses/18-06-linear-algebra-spring-2010/,4.0,277
308,127,course,MIT OpenCourseWare 18.01 Single Variable Calculus,A resource covering mit opencourseware 18.01 single variable calculus,Intermediate,40,https://ocw.mit.edu/courses/18-01-single-variable-calculus-fall-2006/,4.8,1906
309,127,book,Introduction to Probability by Blitzstein & Hwang,A resource covering introduction to probability by blitzstein & hwang,Intermediate,43,https://www.probabilitybook.net/,4.7,2370
310,128,video,3Blue1Brown Essence of Calculus,A resource covering 3blue1brown essence of calculus,Intermediate,3,https://www.youtube.com/watch?v=WUvTyaaNkzM,4.8,2326
311,128,book,Linear Algebra Done Right by Sheldon Axler,A resource covering linear algebra done right by sheldon axler,Intermediate,30,https://link.springer.com/book/9783319110790,4.8,3729
312,129,course,MIT OpenCourseWare 18.01 Single Variable Calculus,A resource covering mit opencourseware 18.01 single variable calculus,Intermediate,38,https://ocw.mit.edu/courses/18-01-single-variable-calculus-fall-2006/,3.8,593
313,129,book,Introduction to Probability by Blitzstein & Hwang,A resource covering introduction to probability by blitzstein & hwang,Intermediate,43,https://www.probabilitybook.net/,3.9,1922
314,129,book,Calculus by James Stewart,A resource covering calculus by james stewart,Intermediate,49,https://www.cengage.com/c/calculus-8e-stewart/,3.7,2177
315,130,book,Introduction to Probability by Blitzstein & Hwang,A resource covering introduction to probability by blitzstein & hwang,Intermediate,31,https://www.probabilitybook.net/,4.7,4841
316,130,book,Linear Algebra Done Right by Sheldon Axler,A resource covering linear algebra done right by sheldon axler,Intermediate,41,https://link.springer.com/book/9783319110790,4.8,1630
317,131,course,MIT OpenCourseWare 18.06 Linear Algebra (Gilbert Strang),A resource covering mit opencourseware 18.06 linear algebra (gilbert strang),Advanced,39,https://ocw.mit.edu/courses/18-06-linear-algebra-spring-2010/,4.1,3492
318,131,book,Linear Algebra Done Right by Sheldon Axler,A resource covering linear algebra done right by sheldon axler,Advanced,51,https://link.springer.com/book/9783319110790,4.4,950
319,132,book,Calculus by James Stewart,A resource covering calculus by james stewart,Advanced,39,https://www.cengage.com/c/calculus-8e-stewart/,3.7,4471
320,132,video,Khan Academy Full Mathematics Curriculum,A resource covering khan academy full mathematics curriculum,Advanced,16,https://www.khanacademy.org/math,4.9,1851
321,133,book,Introduction to Probability by Blitzstein & Hwang,A resource covering introduction to probability by blitzstein & hwang,Advanced,26,https://www.probabilitybook.net/,4.8,1230
322,133,course,MIT OpenCourseWare 18.06 Linear Algebra (Gilbert Strang),A resource covering mit opencourseware 18.06 linear algebra (gilbert strang),Advanced,41,https://ocw.mit.edu/courses/18-06-linear-algebra-spring-2010/,5.0,2186
323,134,video,Khan Academy Full Mathematics Curriculum,A resource covering khan academy full mathematics curriculum,Advanced,16,https://www.khanacademy.org/math,4.7,1175
324,134,video,3Blue1Brown Essence of Calculus,A resource covering 3blue1brown essence of calculus,Advanced,3,https://www.youtube.com/watch?v=WUvTyaaNkzM,4.8,594
325,135,book,Calculus by James Stewart,A resource covering calculus by james stewart,Advanced,39,https://www.cengage.com/c/calculus-8e-stewart/,3.5,498
326,135,book,Linear Algebra Done Right by Sheldon Axler,A resource covering linear algebra done right by sheldon axler,Advanced,44,https://link.springer.com/book/9783319110790,4.6,1369
327,136,book,Introduction to Probability by Blitzstein & Hwang,A resource covering introduction to probability by blitzstein & hwang,Advanced,32,https://www.probabilitybook.net/,4.0,2529
328,136,book,Calculus by James Stewart,A resource covering calculus by james stewart,Advanced,41,https://www.cengage.com/c/calculus-8e-stewart/,4.9,4884
329,137,course,MIT OpenCourseWare 18.06 Linear Algebra (Gilbert Strang),A resource covering mit opencourseware 18.06 linear algebra (gilbert strang),Advanced,42,https://ocw.mit.edu/courses/18-06-linear-algebra-spring-2010/,4.7,4672
330,137,video,Khan Academy Full Mathematics Curriculum,A resource covering khan academy full mathematics curriculum,Advanced,21,https://www.khanacademy.org/math,4.8,2374
331,137,video,3Blue1Brown Essence of Calculus,A resource covering 3blue1brown essence of calculus,Advanced,4,https://www.youtube.com/watch?v=WUvTyaaNkzM,4.7,3607
332,138,course,MIT OpenCourseWare 18.06 Linear Algebra (Gilbert Strang),A resource covering mit opencourseware 18.06 linear algebra (gilbert strang),Advanced,42,https://ocw.mit.edu/courses/18-06-linear-algebra-spring-2010/,3.9,1028
333,138,book,Introduction to Probability by Blitzstein & Hwang,A resource covering introduction to probability by blitzstein & hwang,Advanced,26,https://www.probabilitybook.net/,4.7,3849
334,138,course,MIT OpenCourseWare 18.01 Single Variable Calculus,A resource covering mit opencourseware 18.01 single variable calculus,Advanced,50,https://ocw.mit.edu/courses/18-01-single-variable-calculus-fall-2006/,3.7,2501
335,139,book,Linear Algebra Done Right by Sheldon Axler,A resource covering linear algebra done right by sheldon axler,Intermediate,47,https://link.springer.com/book/9783319110790,4.8,3307
336,139,course,MIT OpenCourseWare 18.06 Linear Algebra (Gilbert Strang),A resource covering mit opencourseware 18.06 linear algebra (gilbert strang),Intermediate,34,https://ocw.mit.edu/courses/18-06-linear-algebra-spring-2010/,4.8,2240
337,139,course,MIT OpenCourseWare 18.01 Single Variable Calculus,A resource covering mit opencourseware 18.01 single variable calculus,Intermediate,46,https://ocw.mit.edu/courses/18-01-single-variable-calculus-fall-2006/,3.8,4109
338,140,video,Khan Academy Full Mathematics Curriculum,A resource covering khan academy full mathematics curriculum,Advanced,26,https://www.khanacademy.org/math,4.7,4433
339,140,video,3Blue1Brown Essence of Calculus,A resource covering 3blue1brown essence of calculus,Advanced,3,https://www.youtube.com/watch?v=WUvTyaaNkzM,4.2,4055
340,140,course,MIT OpenCourseWare 18.01 Single Variable Calculus,A resource covering mit opencourseware 18.01 single variable calculus,Advanced,50,https://ocw.mit.edu/courses/18-01-single-variable-calculus-fall-2006/,4.0,3596
341,141,course,MIT OpenCourseWare 18.06 Linear Algebra (Gilbert Strang),A resource covering mit opencourseware 18.06 linear algebra (gilbert strang),Intermediate,29,https://ocw.mit.edu/courses/18-06-linear-algebra-spring-2010/,4.7,668
342,141,book,Linear Algebra Done Right by Sheldon Axler,A resource covering linear algebra done right by sheldon axler,Intermediate,35,https://link.springer.com/book/9783319110790,3.8,4909
343,141,video,Khan Academy Full Mathematics Curriculum,A resource covering khan academy full mathematics curriculum,Intermediate,25,https://www.khanacademy.org/math,3.5,336
344,142,course,MIT OpenCourseWare 18.01 Single Variable Calculus,A resource covering mit opencourseware 18.01 single variable calculus,Intermediate,28,https://ocw.mit.edu/courses/18-01-single-variable-calculus-fall-2006/,3.8,3549
345,142,book,Introduction to Probability by Blitzstein & Hwang,A resource covering introduction to probability by blitzstein & hwang,Intermediate,38,https://www.probabilitybook.net/,4.0,2650
346,142,book,Linear Algebra Done Right by Sheldon Axler,A resource covering linear algebra done right by sheldon axler,Intermediate,37,https://link.springer.com/book/9783319110790,4.8,4955
347,143,course,MIT OpenCourseWare 18.01 Single Variable Calculus,A resource covering mit opencourseware 18.01 single variable calculus,Advanced,49,https://ocw.mit.edu/courses/18-01-single-variable-calculus-fall-2006/,5.0,2061
348,143,book,Calculus by James Stewart,A resource covering calculus by james stewart,Advanced,37,https://www.cengage.com/c/calculus-8e-stewart/,3.9,221
349,144,book,Linear Algebra Done Right by Sheldon Axler,A resource covering linear algebra done right by sheldon axler,Advanced,50,https://link.springer.com/book/9783319110790,4.5,758
350,144,video,Khan Academy Full Mathematics Curriculum,A resource covering khan academy full mathematics curriculum,Advanced,20,https://www.khanacademy.org/math,4.1,1885
351,144,video,3Blue1Brown Essence of Linear Algebra,A resource covering 3blue1brown essence of linear algebra,Advanced,2,https://www.youtube.com/watch?v=fNk_zzaMoSs,5.0,4722
